ca_yr,yr,x,y_cat,data_type
1999,57,-395279,1078000,O
2004,62,-725600,1078000,O
2016,74,-359176,1078000,O
2006,64,-534446,1078000,O
2010,68,-533793,1078000,O
2004,62,-497698,1078000,O
2000,58,-525247,1078000,O
1994,52,-722905,1078000,O
1998,56,-626426,1078000,O
1986,44,-440458,1078000,O
1978,36,-444380,1078000,O
1996,54,-886358,1078000,O
1982,40,-677510,1078000,O
2001,59,-500637,1078000,O
2011,69,-312019,1078000,O
2004,62,-700826,1078000,O
2004,62,-740012,1078000,O
2009,67,-524798,1078000,O
1975,33,-613399,1078000,O
1997,55,-493701,1078000,O
1995,53,-444511,1078000,O
2003,61,-541143,1078000,O
1975,33,-668381,1078000,O
1979,37,-450199,1078000,O
1985,43,-591202,1078000,O
1990,48,-454569,1078000,O
2016,74,-503973,1078000,O
2006,64,-743510,1078000,O
2000,58,-676003,1078000,O
1981,39,-602974,1078000,O
1990,48,-571382,1078000,O
1997,55,-574924,1078000,O
1996,54,-525877,1078000,O
1981,39,-562765,1078000,O
1989,47,-648048,1078000,O
1988,46,-822419,1078000,O
1991,49,-631664,1078000,O
1981,39,-783912,1078000,O
1982,40,-561062,1078000,O
1982,40,-675484,1078000,O
1982,40,-544773,1078000,O
1983,41,-589435,1078000,O
1983,41,-674961,1078000,O
1983,41,-674961,1078000,O
1980,38,-531713,1078000,O
1983,41,-698005,1078000,O
1992,50,-487690,1078000,O
1984,42,-679740,1078000,O
1998,56,-535370,1078000,O
1989,47,-610546,1078000,O
1989,47,-499256,1078000,O
2012,70,-356509,1078000,O
1990,48,-682465,1078000,O
1987,45,-742837,1078000,O
1990,48,-481587,1078000,O
1999,57,-674068,1078000,O
2012,70,-562461,1078000,O
2016,74,-678005,1078000,O
1989,47,-486462,1078000,O
1987,45,-655918,1078000,O
1988,46,-551920,1078000,O
1999,57,-498256,1078000,O
1999,57,-372224,1078000,O
1982,40,-677510,1078000,O
1990,48,-608706,1078000,O
2013,71,-584631,1078000,O
2010,68,-647310,1378000,T
2010,68,-600647,1378000,T
2011,69,-645044,1378000,T
2011,69,-632459,1378000,T
2011,69,-631942,1378000,T
2011,69,-618305,1378000,T
2011,69,-617375,1378000,T
2012,70,-607703,1378000,T
2012,70,-578869,1378000,T
2010,68,-587495,1378000,T
2010,68,-617502,1378000,T
2011,69,-586966,1378000,T
2012,70,-607926,1378000,T
2012,70,-745530,1378000,T
2012,70,-758216,1378000,T
2010,68,-646827,1378000,T
2011,69,-640244,1378000,T
2011,69,-632515,1378000,T
2011,69,-602146,1378000,T
2011,69,-544103,1378000,T
2012,70,-724094,1378000,T
2012,70,-724225,1378000,T
2013,71,-630602,1378000,T
2010,68,-590674,1378000,T
2011,69,-603122,1378000,T
2011,69,-696727,1378000,T
2012,70,-595716,1378000,T
2012,70,-596356,1378000,T
2012,70,-631549,1378000,T
2012,70,-631282,1378000,T
2013,71,-648522,1378000,T
2010,68,-643560,1378000,T
2011,69,-669483,1378000,T
2011,69,-690971,1378000,T
2010,68,-625194,1378000,T
2010,68,-626712,1378000,T
2010,68,-632260,1378000,T
2010,68,-633491,1378000,T
2010,68,-630731,1378000,T
2010,68,-633040,1378000,T
2011,69,-695374,1378000,T
2011,69,-695581,1378000,T
2011,69,-659927,1378000,T
2011,69,-648682,1378000,T
2011,69,-594875,1378000,T
2012,70,-669869,1378000,T
2012,70,-673010,1378000,T
2012,70,-633426,1378000,T
2012,70,-632834,1378000,T
2011,69,-617651,1378000,T
2011,69,-635979,1378000,T
2011,69,-659311,1378000,T
2011,69,-676093,1378000,T
2011,69,-676127,1378000,T
2012,70,-548655,1378000,T
2012,70,-489734,1378000,T
2012,70,-488307,1378000,T
2012,70,-519747,1378000,T
2012,70,-517812,1378000,T
2010,68,-694259,1378000,T
2011,69,-773126,1378000,T
2011,69,-759697,1378000,T
2011,69,-864675,1378000,T
2011,69,-849390,1378000,T
2011,69,-851045,1378000,T
2011,69,-810294,1378000,T
2012,70,-685024,1378000,T
2012,70,-556034,1378000,T
2012,70,-555675,1378000,T
2012,70,-555834,1378000,T
2012,70,-555474,1378000,T
2012,70,-555515,1378000,T
2012,70,-555689,1378000,T
2013,71,-716723,1378000,T
2013,71,-725016,1378000,T
2013,71,-724499,1378000,T
2013,71,-724784,1378000,T
2013,71,-716376,1378000,T
2013,71,-725797,1378000,T
2013,71,-642852,1378000,T
2013,71,-589224,1378000,T
2011,69,-687929,1378000,T
2012,70,-440060,1378000,T
2012,70,-433659,1378000,T
2012,70,-518725,1378000,T
2012,70,-529121,1378000,T
2012,70,-566669,1378000,T
2013,71,-367302,1378000,T
2013,71,-368828,1378000,T
2013,71,-517388,1378000,T
2013,71,-517375,1378000,T
2010,68,-680019,1378000,T
2010,68,-695406,1378000,T
2011,69,-638297,1378000,T
2011,69,-626757,1378000,T
2011,69,-632494,1378000,T
2011,69,-554475,1378000,T
2011,69,-607951,1378000,T
2011,69,-697426,1378000,T
2011,69,-691547,1378000,T
2011,69,-702869,1378000,T
2012,70,-550623,1378000,T
2012,70,-639421,1378000,T
2010,68,-676239,1378000,T
2010,68,-668999,1378000,T
2010,68,-674185,1378000,T
2010,68,-670858,1378000,T
2011,69,-646966,1378000,T
2011,69,-671170,1378000,T
2011,69,-682199,1378000,T
2011,69,-687079,1378000,T
2010,68,-695514,1378000,T
2010,68,-643558,1378000,T
2010,68,-513255,1378000,T
2011,69,-767676,1378000,T
2011,69,-767574,1378000,T
2011,69,-697645,1378000,T
2012,70,-744927,1378000,T
2012,70,-743223,1378000,T
2012,70,-740941,1378000,T
2011,69,-568264,1378000,T
2012,70,-506653,1378000,T
2012,70,-506861,1378000,T
2012,70,-531603,1378000,T
2012,70,-544563,1378000,T
2012,70,-542643,1378000,T
2013,71,-421889,1378000,T
2013,71,-497432,1378000,T
2013,71,-497286,1378000,T
2010,68,-723214,1378000,T
2010,68,-705348,1378000,T
2010,68,-709868,1378000,T
2011,69,-695091,1378000,T
2011,69,-695647,1378000,T
2011,69,-648682,1378000,T
2011,69,-595040,1378000,T
2013,71,-683117,1378000,T
2013,71,-700970,1378000,T
2013,71,-670902,1378000,T
2013,71,-564073,1378000,T
2011,69,-518475,1378000,T
2012,70,-789528,1378000,T
2012,70,-795612,1378000,T
2013,71,-590722,1378000,T
2013,71,-591945,1378000,T
2013,71,-645906,1378000,T
2013,71,-661065,1378000,T
2013,71,-702678,1378000,T
2010,68,-684133,1378000,T
2010,68,-601139,1378000,T
2011,69,-617956,1378000,T
2011,69,-749037,1378000,T
2011,69,-636174,1378000,T
2011,69,-660374,1378000,T
2012,70,-629553,1378000,T
2013,71,-629187,1378000,T
2013,71,-629152,1378000,T
2012,70,-640351,1378000,T
2012,70,-783006,1378000,T
2012,70,-783035,1378000,T
2013,71,-572197,1378000,T
2013,71,-619402,1378000,T
2013,71,-624726,1378000,T
2013,71,-690060,1378000,T
2012,70,-687880,1378000,T
2012,70,-606517,1378000,T
2012,70,-565323,1378000,T
2012,70,-747102,1378000,T
2013,71,-520520,1378000,T
2013,71,-508386,1378000,T
2012,70,-753066,1378000,T
2012,70,-696126,1378000,T
2013,71,-695167,1378000,T
2012,70,-793442,1378000,T
2013,71,-571397,1378000,T
2012,70,-742908,1378000,T
2012,70,-541386,1378000,T
2012,70,-561231,1378000,T
2012,70,-702303,1378000,T
2012,70,-771799,1378000,T
2013,71,-553659,1378000,T
2013,71,-671290,1378000,T
2014,72,-629439,1378000,T
2014,72,-651779,1378000,T
2014,72,-671488,1378000,T
2014,72,-666601,1378000,T
2013,71,-693372,1378000,T
2012,70,-651788,1378000,T
2012,70,-744888,1378000,T
2012,70,-763653,1378000,T
2013,71,-613023,1378000,T
2013,71,-613466,1378000,T
2012,70,-602665,1378000,T
2012,70,-658527,1378000,T
2012,70,-644233,1378000,T
2012,70,-691612,1378000,T
2012,70,-736913,1378000,T
2012,70,-659722,1378000,T
2012,70,-639345,1378000,T
2013,71,-711460,1378000,T
2013,71,-597202,1378000,T
2013,71,-535151,1378000,T
2012,70,-586392,1378000,T
2013,71,-570397,1378000,T
2012,70,-762968,1378000,T
2012,70,-774503,1378000,T
2012,70,-763128,1378000,T
2011,69,-694990,1378000,T
2012,70,-530810,1378000,T
2012,70,-669780,1378000,T
2012,70,-681443,1378000,T
2012,70,-678148,1378000,T
2011,69,-662054,1378000,T
2012,70,-695437,1378000,T
2013,71,-701093,1378000,T
2013,71,-697716,1378000,T
2014,72,-695241,1378000,T
2014,72,-695591,1378000,T
2014,72,-695682,1378000,T
2014,72,-624735,1378000,T
2015,73,-693849,1378000,T
2015,73,-685986,1378000,T
2015,73,-691897,1378000,T
2015,73,-695250,1378000,T
2016,74,-695848,1378000,T
2016,74,-695251,1378000,T
2016,74,-695662,1378000,T
2016,74,-607269,1378000,T
2012,70,-800453,1378000,T
2013,71,-600373,1378000,T
2014,72,-546327,1378000,T
2014,72,-657176,1378000,T
2015,73,-583448,1378000,T
2015,73,-605374,1378000,T
2015,73,-605227,1378000,T
2015,73,-647550,1378000,T
2015,73,-695690,1378000,T
2015,73,-701460,1378000,T
2016,74,-575286,1378000,T
2016,74,-690927,1378000,T
2016,74,-691707,1378000,T
2011,69,-738465,1378000,T
2011,69,-695436,1378000,T
2011,69,-648671,1378000,T
2011,69,-594108,1378000,T
2011,69,-598317,1378000,T
2011,69,-695767,1378000,T
2012,70,-699743,1378000,T
2012,70,-665013,1378000,T
2013,71,-692808,1378000,T
2013,71,-697293,1378000,T
2012,70,-624692,1378000,T
2013,71,-632580,1378000,T
2011,69,-695395,1378000,T
2011,69,-695369,1378000,T
2012,70,-581199,1378000,T
2012,70,-557045,1378000,T
2012,70,-576417,1378000,T
2012,70,-590334,1378000,T
2012,70,-570660,1378000,T
2013,71,-697441,1378000,T
2013,71,-653661,1378000,T
2012,70,-651756,1378000,T
2013,71,-582437,1378000,T
2014,72,-707031,1378000,T
2015,73,-520889,1378000,T
2012,70,-807260,1378000,T
2012,70,-672558,1378000,T
2012,70,-555388,1378000,T
2011,69,-696821,1378000,T
2011,69,-694698,1378000,T
2011,69,-695593,1378000,T
2011,69,-646819,1378000,T
2011,69,-594156,1378000,T
2011,69,-594839,1378000,T
2011,69,-698968,1378000,T
2011,69,-622714,1378000,T
2011,69,-630786,1378000,T
2011,69,-550445,1378000,T
2012,70,-665148,1378000,T
2013,71,-691058,1378000,T
2013,71,-630565,1378000,T
2013,71,-630670,1378000,T
2013,71,-617830,1378000,T
2014,72,-626309,1378000,T
2014,72,-615268,1378000,T
2014,72,-625399,1378000,T
2014,72,-615020,1378000,T
2014,72,-616061,1378000,T
2015,73,-688941,1378000,T
2015,73,-669933,1378000,T
2015,73,-624392,1378000,T
2015,73,-625240,1378000,T
2015,73,-614245,1378000,T
2016,74,-660446,1378000,T
2016,74,-625537,1378000,T
2016,74,-620240,1378000,T
2016,74,-619404,1378000,T
2016,74,-588270,1378000,T
2012,70,-607223,1378000,T
2013,71,-537696,1378000,T
2013,71,-565190,1378000,T
2013,71,-645903,1378000,T
2014,72,-649952,1378000,T
2014,72,-679938,1378000,T
2014,72,-699251,1378000,T
2014,72,-714961,1378000,T
2015,73,-725742,1378000,T
2016,74,-604209,1378000,T
2016,74,-628802,1378000,T
2016,74,-636987,1378000,T
2011,69,-631429,1378000,T
2012,70,-554407,1378000,T
2012,70,-568950,1378000,T
2012,70,-593444,1378000,T
2012,70,-767841,1378000,T
2012,70,-756219,1378000,T
2012,70,-656732,1378000,T
2013,71,-607622,1378000,T
2014,72,-778330,1378000,T
2014,72,-708933,1378000,T
2012,70,-585510,1378000,T
2012,70,-680409,1378000,T
2013,71,-548707,1378000,T
2014,72,-699421,1378000,T
2014,72,-700948,1378000,T
2012,70,-695364,1378000,T
2013,71,-555219,1378000,T
2015,73,-628042,1378000,T
2013,71,-522922,1378000,T
2013,71,-608237,1378000,T
2013,71,-656919,1378000,T
2014,72,-613084,1378000,T
2014,72,-641999,1378000,T
2015,73,-640178,1378000,T
2012,70,-718063,1378000,T
2012,70,-717704,1378000,T
2012,70,-695799,1378000,T
2013,71,-769066,1378000,T
2013,71,-638554,1378000,T
2013,71,-650011,1378000,T
2014,72,-623385,1378000,T
2014,72,-617652,1378000,T
2013,71,-596584,1378000,T
2013,71,-590703,1378000,T
2013,71,-749003,1378000,T
2013,71,-761433,1378000,T
2013,71,-665658,1378000,T
2013,71,-590774,1378000,T
2014,72,-641970,1378000,T
2014,72,-710298,1378000,T
2012,70,-712232,1378000,T
2012,70,-629212,1378000,T
2014,72,-732596,1378000,T
2014,72,-701706,1378000,T
2014,72,-700593,1378000,T
2014,72,-700986,1378000,T
2014,72,-600590,1378000,T
2014,72,-615544,1378000,T
2013,71,-594701,1378000,T
2013,71,-638511,1378000,T
2014,72,-689042,1378000,T
2015,73,-525373,1378000,T
2015,73,-616818,1378000,T
2012,70,-758484,1378000,T
2013,71,-713988,1378000,T
2013,71,-729520,1378000,T
2013,71,-745983,1378000,T
2013,71,-743527,1378000,T
2013,71,-784840,1378000,T
2013,71,-588855,1378000,T
2013,71,-755992,1378000,T
2013,71,-796059,1378000,T
2013,71,-794223,1378000,T
2013,71,-864299,1378000,T
2014,72,-837023,1378000,T
2012,70,-650921,1378000,T
2013,71,-668224,1378000,T
2013,71,-647804,1378000,T
2012,70,-695446,1378000,T
2012,70,-659726,1378000,T
2012,70,-639271,1378000,T
2013,71,-697254,1378000,T
2013,71,-694229,1378000,T
2013,71,-711779,1378000,T
2013,71,-711158,1378000,T
2013,71,-697056,1378000,T
2014,72,-691686,1378000,T
2014,72,-697454,1378000,T
2013,71,-622574,1378000,T
2013,71,-629830,1378000,T
2013,71,-687451,1378000,T
2013,71,-694554,1378000,T
2014,72,-736919,1378000,T
2014,72,-737250,1378000,T
2014,72,-696835,1378000,T
2012,70,-716463,1378000,T
2012,70,-627950,1378000,T
2012,70,-631844,1378000,T
2012,70,-630254,1378000,T
2012,70,-633052,1378000,T
2012,70,-628900,1378000,T
2014,72,-729688,1378000,T
2014,72,-625020,1378000,T
2015,73,-709003,1378000,T
2015,73,-626821,1378000,T
2013,71,-511858,1378000,T
2014,72,-646280,1378000,T
2014,72,-650180,1378000,T
2014,72,-699357,1378000,T
2014,72,-714274,1378000,T
2015,73,-666303,1378000,T
2016,74,-641725,1378000,T
2016,74,-695483,1378000,T
2016,74,-700768,1378000,T
2013,71,-695597,1378000,T
2014,72,-694232,1378000,T
2015,73,-696716,1378000,T
2016,74,-695580,1378000,T
2016,74,-696196,1378000,T
2013,71,-630691,1378000,T
2013,71,-654358,1378000,T
2013,71,-660517,1378000,T
2013,71,-697602,1378000,T
2014,72,-707058,1378000,T
2015,73,-634058,1378000,T
2015,73,-685253,1378000,T
2015,73,-687502,1378000,T
2016,74,-601408,1378000,T
2016,74,-628418,1378000,T
2016,74,-698146,1378000,T
2016,74,-691644,1378000,T
2013,71,-633130,1378000,T
2013,71,-630294,1378000,T
2014,72,-774412,1378000,T
2014,72,-698041,1378000,T
2014,72,-636220,1378000,T
2015,73,-626460,1378000,T
2015,73,-626645,1378000,T
2013,71,-723152,1378000,T
2014,72,-583141,1378000,T
2014,72,-668963,1378000,T
2014,72,-670496,1378000,T
2015,73,-509231,1378000,T
2015,73,-607214,1378000,T
2015,73,-627973,1378000,T
2015,73,-641126,1378000,T
2015,73,-672492,1378000,T
2013,71,-647491,1378000,T
2013,71,-520539,1378000,T
2013,71,-508376,1378000,T
2013,71,-646235,1378000,T
2014,72,-612023,1378000,T
2014,72,-623323,1378000,T
2014,72,-656095,1378000,T
2014,72,-655942,1378000,T
2014,72,-642539,1378000,T
2014,72,-650362,1378000,T
2015,73,-580069,1378000,T
2015,73,-625525,1378000,T
2013,71,-697318,1378000,T
2014,72,-695030,1378000,T
2014,72,-695641,1378000,T
2014,72,-607394,1378000,T
2014,72,-601255,1378000,T
2013,71,-514865,1378000,T
2013,71,-520471,1378000,T
2013,71,-508039,1378000,T
2014,72,-614071,1378000,T
2014,72,-689513,1378000,T
2014,72,-695647,1378000,T
2013,71,-676587,1378000,T
2013,71,-697483,1378000,T
2013,71,-653192,1378000,T
2014,72,-716268,1378000,T
2014,72,-717560,1378000,T
2014,72,-717659,1378000,T
2013,71,-632985,1378000,T
2013,71,-700434,1378000,T
2014,72,-589328,1378000,T
2014,72,-736115,1378000,T
2015,73,-750673,1378000,T
2013,71,-569527,1378000,T
2014,72,-845425,1378000,T
2014,72,-842606,1378000,T
2014,72,-803823,1378000,T
2014,72,-785452,1378000,T
2014,72,-713286,1378000,T
2014,72,-703914,1378000,T
2013,71,-571400,1378000,T
2014,72,-607306,1378000,T
2014,72,-643654,1378000,T
2013,71,-602710,1378000,T
2013,71,-633561,1378000,T
2015,73,-685048,1378000,T
2015,73,-657261,1378000,T
2015,73,-653619,1378000,T
2015,73,-653556,1378000,T
2015,73,-641084,1378000,T
2015,73,-627911,1378000,T
2015,73,-627978,1378000,T
2015,73,-698390,1378000,T
2015,73,-709253,1378000,T
2015,73,-693290,1378000,T
2014,72,-564417,1378000,T
2014,72,-577482,1378000,T
2014,72,-645344,1378000,T
2014,72,-741416,1378000,T
2014,72,-740328,1378000,T
2014,72,-612660,1378000,T
2014,72,-609833,1378000,T
2015,73,-696072,1378000,T
2014,72,-633999,1378000,T
2015,73,-580572,1378000,T
2015,73,-661296,1378000,T
2016,74,-579066,1378000,T
2016,74,-582820,1378000,T
2016,74,-612800,1378000,T
2016,74,-643905,1378000,T
2016,74,-664309,1378000,T
2016,74,-695924,1378000,T
2014,72,-699339,1378000,T
2014,72,-644083,1378000,T
2014,72,-710392,1378000,T
2014,72,-710364,1378000,T
2014,72,-708528,1378000,T
2015,73,-695890,1378000,T
2016,74,-697174,1378000,T
2016,74,-630790,1378000,T
2016,74,-580784,1378000,T
2014,72,-641853,1378000,T
2014,72,-653690,1378000,T
2014,72,-692218,1378000,T
2015,73,-629072,1378000,T
2015,73,-697934,1378000,T
2016,74,-524702,1378000,T
2016,74,-644029,1378000,T
2014,72,-695782,1378000,T
2015,73,-697205,1378000,T
2015,73,-696261,1378000,T
2014,72,-661314,1378000,T
2014,72,-762700,1378000,T
2015,73,-664090,1378000,T
2015,73,-668722,1378000,T
2015,73,-709571,1378000,T
2016,74,-761679,1378000,T
2014,72,-745231,1378000,T
2014,72,-705058,1378000,T
2014,72,-712147,1378000,T
2015,73,-712414,1378000,T
2015,73,-711626,1378000,T
2015,73,-619175,1378000,T
2016,74,-710909,1378000,T
2016,74,-671259,1378000,T
2014,72,-737450,1378000,T
2015,73,-641128,1378000,T
2015,73,-682669,1378000,T
2016,74,-606655,1378000,T
2016,74,-672599,1378000,T
2016,74,-686066,1378000,T
2016,74,-712424,1378000,T
2016,74,-712906,1378000,T
2016,74,-739086,1378000,T
2014,72,-696440,1378000,T
2014,72,-672184,1378000,T
2014,72,-624870,1378000,T
2015,73,-762076,1378000,T
2015,73,-761619,1378000,T
2015,73,-609917,1378000,T
2016,74,-626753,1378000,T
2016,74,-626305,1378000,T
2016,74,-601908,1378000,T
2014,72,-549098,1378000,T
2014,72,-585114,1378000,T
2014,72,-608641,1378000,T
2014,72,-614800,1378000,T
2014,72,-620260,1378000,T
2014,72,-640688,1378000,T
2015,73,-640425,1378000,T
2015,73,-643472,1378000,T
2016,74,-538650,1378000,T
2016,74,-575357,1378000,T
2014,72,-748755,1378000,T
2015,73,-754584,1378000,T
2015,73,-717541,1378000,T
2015,73,-653329,1378000,T
2014,72,-727078,1378000,T
2015,73,-603827,1378000,T
2015,73,-706233,1378000,T
2014,72,-628635,1378000,T
2015,73,-704048,1378000,T
2015,73,-686714,1378000,T
2015,73,-633952,1378000,T
2015,73,-633396,1378000,T
2015,73,-630887,1378000,T
2015,73,-624227,1378000,T
2015,73,-630061,1378000,T
2014,72,-555039,1378000,T
2014,72,-651971,1378000,T
2015,73,-688489,1378000,T
2015,73,-679477,1378000,T
2015,73,-688247,1378000,T
2016,74,-589822,1378000,T
2016,74,-627362,1378000,T
1991,49,-528317,1378000,O
1973,31,-615717,1378000,O
1960,18,-593246,1378000,O
1969,27,-793809,1378000,O
1997,55,-649202,1378000,O
1973,31,-712395,1378000,O
2003,61,-742100,1378000,O
2002,60,-742100,1378000,O
2005,63,-657281,1378000,O
1990,48,-543021,1378000,O
1996,54,-632308,1378000,O
1990,48,-739828,1378000,O
1990,48,-677634,1378000,O
1993,51,-533960,1378000,O
2012,70,-650874,1378000,O
2012,70,-791990,1378000,O
2009,67,-741867,1378000,O
2009,67,-634364,1378000,O
2009,67,-706637,1378000,O
2009,67,-670516,1378000,O
2009,67,-712708,1378000,O
2009,67,-712708,1378000,O
2009,67,-634972,1378000,O
1981,39,-644085,1378000,O
1961,19,-611769,1378000,O
1973,31,-581562,1378000,O
2011,69,-640318,1378000,O
2008,66,-703957,1378000,O
2008,66,-632599,1378000,O
1982,40,-620532,1378000,O
1982,40,-727529,1378000,O
1997,55,-729510,1378000,O
1993,51,-667259,1378000,O
1997,55,-658016,1378000,O
1973,31,-750024,1378000,O
1973,31,-717717,1378000,O
1973,31,-752469,1378000,O
2009,67,-776931,1378000,O
2016,74,-676100,1378000,O
2015,73,-667207,1378000,O
2003,61,-538826,1378000,O
2016,74,-701436,1378000,O
2007,65,-656264,1378000,O
2007,65,-678777,1378000,O
2006,64,-608220,1378000,O
1993,51,-672602,1378000,O
1995,53,-1197345,1378000,O
1973,31,-732886,1378000,O
1958,16,-597094,1378000,O
1971,29,-723822,1378000,O
1992,50,-716820,1378000,O
1970,28,-599663,1378000,O
1970,28,-579545,1378000,O
1970,28,-578449,1378000,O
1964,22,-453724,1378000,O
1973,31,-871735,1378000,O
1958,16,-678233,1378000,O
1958,16,-626074,1378000,O
1958,16,-576257,1378000,O
1958,16,-518100,1378000,O
1958,16,-592608,1378000,O
1960,18,-597083,1378000,O
1969,27,-814385,1378000,O
